	image_loc	label
1373	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/107_edwin_0.bmp	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
1374	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-1017-74_0.bmp	e _ { f _ { g _ { h } } }
1375	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/129_leo_0.bmp	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }
1376	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/101_carlos_0.bmp	S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }
1377	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire006-equation013_0.bmp	1 - ( - 1 ) ^ { d }
1378	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-184_0.bmp	\sum a
1379	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-38_0.bmp	\frac { 4 } { 3 } \pi r ^ { 3 }
1380	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0045_0.bmp	\sum _ { i = 0 } ^ { \infty } c \cdot a _ { i } = c \cdot \sum _ { i = 0 } ^ { \infty } a _ { i }
1381	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2967_0.bmp	\frac { 3 x + y } { z } = ( \frac { A - 1 } { x ^ { 2 } + y ^ { 2 } } )
1382	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-298_0.bmp	\sqrt { h }
1383	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-949-66_0.bmp	\frac { \sqrt { 1 + \cos ^ { 2 } ( \theta ) } } { 2 } = \cos ( 2 \theta )
1384	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2915_0.bmp	\lim _ { n \rightarrow \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
1385	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-44_0.bmp	\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } }
1386	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation052_0.bmp	a u + b v = 1
1387	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1236_0.bmp	\frac { a _ { 1 } + a _ { 2 } + a ^ { 3 } } { 1 - x }
1388	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire005-equation033_0.bmp	\sum \frac { f ( n ) } { n ^ { s } }
1389	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire021-equation018_0.bmp	8 \times 8 = 6 4
1390	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME1G3_5_sub_22_0.bmp	\lim _ { x \rightarrow \infty } \int _ { 0 } ^ { x } e ^ { - y ^ { 2 } } d y = \frac { \sqrt { \pi } } { 2 }
1391	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-1017-53_0.bmp	\sqrt { E }
1392	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2264_0.bmp	\frac { 1 } { 2 }
1393	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-240_0.bmp	\frac { \Delta + \sum S } { \sqrt { S } }
1394	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-239_0.bmp	I _ { X }
1395	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2860_0.bmp	( \frac { 1 + x ^ { 2 } } { 1 + y ^ { 2 } } ) ^ { k } \leq 2 ^ { | t | } ( 1 + ( x - y ) ^ { 2 } ) ^ { | t | }
1396	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-95_0.bmp	- \beta _ { C u _ { F } } b
1397	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire016-equation072_0.bmp	l ( 1 - \cos ( \theta _ { 0 } ) ) = ( l - a ) ( 1 - \cos ( \theta ) )
1398	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-145_0.bmp	\sqrt { c - 0 }
1399	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3020_0.bmp	( \frac { 1 } { m ^ { 2 } } - \frac { 3 m } { n } + \frac { 2 } { m n } )
1400	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-246_0.bmp	j
1401	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire034-equation063_0.bmp	6 4 = 2 ^ { 6 }
1402	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-228_0.bmp	\frac { v } { - n }
1403	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/105_danilo_0.bmp	\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
1404	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire019-equation053_0.bmp	2 x _ { 1 }
1405	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-947-72_0.bmp	\sqrt { 1 + \sqrt { 1 + \sqrt { 1 + \sqrt { x } } } }
1406	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-142_0.bmp	- G V
1407	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/117_Fabricio_0.bmp	y ^ { 2 } \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
1408	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/118_david_0.bmp	P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
1409	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire038-equation022_0.bmp	\sqrt { - g } = t
1410	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-947-219_0.bmp	- \sum _ { a = 7 } ^ { P } Y
1411	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/110_Fabricio_0.bmp	\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
1412	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-1031-116_0.bmp	( 6 )
1413	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_27_sub_74_0.bmp	\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
1414	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire025-equation003_0.bmp	\sum _ { i = 1 } ^ { 6 } i ^ { 2 } = 1 ^ { 2 } + 2 ^ { 2 } + 3 ^ { 2 } + 4 ^ { 2 } + 5 ^ { 2 } + 6 ^ { 2 }
1415	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire022-equation030_0.bmp	5 9 - 1 3 5 + 1 2 5 \geq 4 8
1416	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_1_sub_65_0.bmp	[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }
1417	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/110_rosario_0.bmp	\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
1418	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/89_caue_0.bmp	x ^ { \prime } = x \cos \theta + y \sin \theta
1419	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3082_0.bmp	\lim _ { n \rightarrow \infty } ( \frac { x _ { n } } { y _ { n } } ) = \frac { L _ { 1 } } { L _ { 2 } }
1420	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire015-equation067_0.bmp	\alpha = \frac { 2 \pi } { 3 6 5 , 2 5 }
1421	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-246_0.bmp	\int g S _ { c } d C
1422	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire002-equation029_0.bmp	\frac { d x ( t ) } { d t } = f ( x ( t ) , t )
1423	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009210-947-33_0.bmp	\sqrt { z + V }
1424	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-63_0.bmp	b
1425	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire028-equation047_0.bmp	v ^ { ( 0 ) }
1426	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1550-156_0.bmp	a ^ { v }
1427	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire010-equation038_0.bmp	r ( s )
1428	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-947-116_0.bmp	X 5 . 7
1429	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1312-310_0.bmp	l
1430	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-1017-165_0.bmp	- c g v
1431	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/94_fujita_0.bmp	\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C }
1432	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire005-equation055_0.bmp	( ( 9 8 + 1 5 0 ) + ( 7 6 \div 1 6 ) ) + ( ( 9 7 \div 9 2 ) \times 1 5 1 ) \neq 3 2 6
1433	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire028-equation050_0.bmp	7 8 \pm 5 3 - 1 6 1
1434	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-952-39_0.bmp	( V )
1435	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/129_Fabricio_0.bmp	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }
1436	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire021-equation074_0.bmp	\frac { h } { k } = - \frac { 3 } { 2 }
1437	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire005-equation034_0.bmp	( r _ { i } r _ { j } ) ^ { \infty }
1438	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-188_0.bmp	e
1439	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire026-equation022_0.bmp	f ( x , y ) = a x ^ { 2 } + 2 c x y + b y ^ { 2 } + 2 d x + 2 e y + f = 0
1440	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire034-equation074_0.bmp	( f _ { 1 } , \ldots , f _ { n } )
1441	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1458_0.bmp	6 ^ { 6 } \cdot 6 ^ { 2 } = ( 6 ^ { x } ) ^ { 4 }
1442	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1618_0.bmp	\cos ^ { 2 } ( 3 3 \pi - 1 )
1443	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-137-79_0.bmp	\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }
1444	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2192_0.bmp	2 \times 3
1445	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1342_0.bmp	1 + 1 = 2
1446	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-11_0.bmp	y _ { L }
1447	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-947-41_0.bmp	\sqrt { F }
1448	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-173_0.bmp	d ( x )
1449	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-79_0.bmp	\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }
1450	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire007-equation021_0.bmp	n \log _ { 2 } n
1451	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1895_0.bmp	5 0 ! \cdot n = 4 8 !
1452	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-270_0.bmp	6
1453	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1331-276_0.bmp	t ^ { v + E }
1454	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire036-equation015_0.bmp	5 0 \pm 1 5 1 \div 4 4
1455	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-129_0.bmp	9
1456	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-84_0.bmp	\frac { x } { a + \frac { x } { b - \frac { x } { c } } }
1457	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1550-19_0.bmp	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
1458	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-238_0.bmp	5 . 5
1459	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-140_0.bmp	R A _ { R }
1460	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-221_0.bmp	- \sum m m
1461	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire018-equation026_0.bmp	x ^ { 2 } + 4 x + 1
1462	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-269_0.bmp	u t
1463	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1312-308_0.bmp	0
1464	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire035-equation021_0.bmp	6 \times n + 1
1465	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1550-102_0.bmp	V ^ { T }
1466	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire016-equation010_0.bmp	1 3 6 \times ( 6 0 - 1 9 6 + 1 8 8 ) \geq 7 0 7 1
1467	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0344_0.bmp	a = b + 1
1468	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009210-947-176_0.bmp	9
1469	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire035-equation035_0.bmp	3 7 + 1 0 \leq 4 7
1470	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1312-148_0.bmp	( a + 7 )
1471	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_30_sub_96_0.bmp	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }
1472	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/111_alfonso_0.bmp	\sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
1473	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-155_0.bmp	\int l ^ { B } d \beta
1474	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire008-equation008_0.bmp	( 2 - 1 - 1 )
1475	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1674_0.bmp	1 2 - x ^ { 2 }
1476	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-131-48_0.bmp	\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }
1477	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2980_0.bmp	3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }
1478	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire015-equation061_0.bmp	x ^ { \frac { 1 } { 2 } ( 1 + \frac { 1 } { 2 ^ { 2 } } ) }
1479	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire021-equation064_0.bmp	j ^ { 2 } = - 1 - j
1480	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire007-equation054_0.bmp	p = m _ { 2 } ( q )
1481	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire006-equation064_0.bmp	d t = \sqrt { \frac { l } { 2 g } } \frac { d \theta } { \sqrt { \cos \theta - \cos \theta _ { 0 } } }
1482	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-140_0.bmp	\cdots - \sqrt { h }
1483	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire002-equation046_0.bmp	x ^ { - 4 }
1484	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-137-18_0.bmp	a ^ { x } + b ^ { x } + \frac { c } { 2 }
1485	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation011_0.bmp	\beta \sqrt { n }
1486	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1312-195_0.bmp	3 n
1487	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1830_0.bmp	\frac { x ^ { 4 } } { 2 ^ { 3 } } - ( \frac { 2 } { x } ) ^ { - 4 }
1488	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-272_0.bmp	4
1489	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire013-equation034_0.bmp	\forall x \in X
1490	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/118_leissi_0.bmp	P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
1491	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/89_hirata_0.bmp	x ^ { \prime } = x \cos \theta + y \sin \theta
1492	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0068_0.bmp	| a + b | \leq | a | + | b |
1493	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire030-equation014_0.bmp	a \sqrt { 2 } - b = \frac { 1 } { 2 b + 1 }
1494	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire006-equation019_0.bmp	c - \alpha u
1495	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1331-191_0.bmp	c + \sum h
1496	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1768_0.bmp	a _ { 1 } + a _ { 2 }
1497	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire022-equation029_0.bmp	\cos x = 1 - \frac { x ^ { 2 } } { 2 } + o ( x ^ { 3 } )
1498	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire010-equation004_0.bmp	\sqrt { z w } = \sqrt { z } \sqrt { w }
1499	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3035_0.bmp	\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
1500	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1867_0.bmp	\int \limits _ { 0 } ^ { \infty } f ( x ) d x = \lim _ { b \rightarrow \infty } \int \limits _ { 0 } ^ { b } f ( x ) d x
1501	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_12_sub_74_0.bmp	\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
1502	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire022-equation055_0.bmp	1 8 4 + 1 7 6 + 1 3 - 9 8 \leq 2 7 5
1503	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2820_0.bmp	\frac { \sin x } { \cos x } = t g x
1504	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-188_0.bmp	- \int z d n
1505	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME1G3_1_sub_21_0.bmp	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
1506	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire033-equation040_0.bmp	4 8 \pm 1 5 9 + 1 3 1
1507	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2769_0.bmp	\cos x
1508	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire010-equation037_0.bmp	( u _ { 1 } , u _ { 2 } )
1509	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3032_0.bmp	h ( x , y ) = x ^ { y + \frac { 1 } { y } }
1510	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire001-equation028_0.bmp	2 ^ { n } - 1
1511	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/130_Frank_0.bmp	\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
1512	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/76_maira_0.bmp	a = b \cos C + c \cos B
1513	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1331-41_0.bmp	t j b
1514	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/106_herbert_0.bmp	y ^ { 4 } + y + 1 = 0
1515	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-949-56_0.bmp	2 \alpha + 3 \sqrt { \beta }
1516	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-191_0.bmp	5 5
1517	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/73_david_0.bmp	| \frac { a x _ { 0 } + b y _ { 0 } + c } { \sqrt { a ^ { 2 } + b ^ { 2 } } } |
1518	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire028-equation021_0.bmp	f ( x ) = a ^ { b ^ { x } }
1519	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-947-149_0.bmp	\tan i
1520	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire016-equation054_0.bmp	s _ { 1 } , \ldots , s _ { k }
1521	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/109_silas_0.bmp	\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
1522	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-191_0.bmp	\mu
1523	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire023-equation061_0.bmp	\gamma ( 0 ) = x
1524	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire013-equation066_0.bmp	f ( z ) - 1
1525	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1221_0.bmp	2 + 2 = 4
1526	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire019-equation052_0.bmp	\frac { 1 } { 2 } l ( 1 + \sqrt { 2 } ) ( 1 + \sqrt { 4 - 2 \sqrt { 2 } } )
1527	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire030-equation024_0.bmp	x ( t _ { f } )
1528	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire008-equation020_0.bmp	8 6 \div ( 1 8 + 2 1 + 1 4 1 + 2 ) = 0 . 4 7
1529	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-44_0.bmp	\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } }
1530	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-79_0.bmp	\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }
1531	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-949-210_0.bmp	\theta
1532	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/111_herbert_0.bmp	\sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
1533	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-137-117_0.bmp	\frac { r } { \int \beta d \phi }
1534	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire037-equation002_0.bmp	\sum _ { n = 1 } ^ { \infty } ( \frac { 1 } { n + 1 } - \frac { 1 } { n } )
1535	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-302_0.bmp	\sum _ { m = X } ^ { 9 . 6 } \tan g
1536	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-123_0.bmp	z a + l
1537	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation066_0.bmp	k ^ { - 3 }
1538	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire011-equation050_0.bmp	1 1 8 \times 1 2 0 \neq - 7 0 8 4
1539	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire019-equation030_0.bmp	( ( 1 2 \div 1 0 ) \div 4 ) - 1 0 6 \neq 1 7 4
1540	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire027-equation014_0.bmp	p = 0 , 1
1541	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire030-equation061_0.bmp	a = - 1 \times 9
1542	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire007-equation047_0.bmp	k _ { 1 } , \ldots , k _ { m }
1543	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire008-equation071_0.bmp	\frac { ( e ^ { i x } - e ^ { - i x } ) } { 2 } = i \sin ( x )
1544	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire002-equation050_0.bmp	( 1 5 8 / 1 6 ) / 5 9 \leq 0
1545	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-139-181_0.bmp	y
